关系类型,人物1,人物2,方向,章节,上下文
父子,孟尝君,舍人,→,075_孟尝君列传,故欲必出之。=秦=不果出@楚怀王@。  ## @魏子自刭明忠心@  [10] @孟尝君@相=齐=，其@舍人@=魏=子为@孟尝君@收邑入，三反而不致一入。@孟尝君@问之，对曰：“有贤者，窃假与之，以故不
献策,并军与,龙且,→,092_淮阴侯列传,"广@至=高密=西。&楚&亦使@龙且@将，号称二十万，救&齐&。  [8.3] $@齐王广@$、@龙且@并军与@信@战，未合。人或说@龙且@曰：""&汉&兵远斗穷战，其锋不可当。&齐&、&楚&自居其地战，"
献策,丕郑,缪公,→,005_秦本纪,@许之，使人与@丕郑@归，召@吕@、@郤@。@吕@、@郤@等疑@丕郑@有间，乃言@夷吾@杀@丕郑@。@丕郑@子@丕豹@奔&秦&，说@缪公@曰：“&晋&君无道，百姓不亲，可伐也。”@缪公@曰：“百姓苟不
献策,为$北石侯$；封$横海将军$,为$案道侯$；封$横海校尉$,→,114_东越列传,军$，故封$繇王$@居股@为$东成侯$，%万户%；封$建成侯$@敖@为$开陵侯$；封$越衍侯$@吴阳@为$北石侯$；封$横海将军$@说@为$案道侯$；封$横海校尉$@福@为$缭嫈侯$。@福@者，=成阳
献策,申生,献公,→,039_晋世家,"後必蕃昌。""   ## @太子申生@帅师伐=东山=  [24.27] %十七年%，&晋&$侯$使太子@申生@伐=东山=。@里克@谏@献公@曰：""太子奉冢祀^社稷^之^粢盛^，以朝夕视君膳者也，故曰冢子"
献策,重耳,赵衰,→,039_晋世家,"晋&更迎其弟@夷吾@立之，是为@惠公@。@惠公@%七年%，畏@重耳@，乃使$宦者$@履鞮@与壮士欲杀@重耳@。@重耳@闻之，乃谋@赵衰@等曰：""始吾奔~狄~，非以为可用与，以近易通，故且休足。休足久矣"
献策,荣夷公,厉王,→,004_周本纪,。  ### @厉王@暴政  [29] @夷王@崩，子@厉王胡@立。@厉王@即位%三十年%，好利，近@荣夷公@。$大夫$@芮良夫@谏@厉王@曰：“王室其将卑乎？夫@荣公@好专利而不知大难。夫利，百物之
献策,项羽,说,→,008_高祖本纪,梁&地。  [29.5] &楚&令@萧公角@击@彭越@，@彭越@大破之。  [29.6] @陈馀@怨@项羽@之弗王己也，令@夏说@说@田荣@，请兵击@张耳@。  [29.7] &齐&予@陈馀@兵，击破
献策,范睢,蔡泽,→,079_范睢蔡泽列传,见，与语，大说之，拜为$客卿$。$应侯$因谢病请归相*印*。@昭王@彊起$应侯$，$应侯$遂称病笃。@范睢@$免相$，@昭王@新说@蔡泽@计画，遂拜为=秦=相，东收=周=室。  [34] @蔡泽@相=
献策,不用其筴不以为将,武臣,→,089_张耳陈馀列传,"=，@张耳@、@陈馀@闻@周章@军入关，至=戏=卻；又闻诸将为@陈王@徇地，多以谗毁得罪诛，怨@陈王@不用其筴不以为将@而以@为$校尉$。乃说@武臣@曰：""@陈王@起=蕲=，至=陈=而王，非必立^六国"
献策,阴使,&齐&王,→,007_项羽本纪,"，并王三齐。  [107.2] @荣@与@彭越@$将军$印，令反=梁=地。  [108.1] @陈馀@阴使@张同@、@夏说@@说@&齐&王@田荣@曰：  > ""@项羽@为〔天下〕宰，不平。今尽王故王於"
献策,昭王,费无忌,→,040_楚世家,"法，更立则乱，言之则致诛。""乃立太子@珍@，是为@昭王@。  ## 诛@费无忌@  [51.55] @昭王@%元年%，&楚&众不说@费无忌@，以其谗亡太子@建@，杀@伍奢@子@父@与@郤宛@。@宛@之"
献策,因善遇,楚王,→,040_楚世家,"&女必贵，而@夫人@必斥矣。@夫人@不若言而出之。""@郑袖@卒言@张仪@於王而出之。@仪@出，@怀王@因善遇@仪@，@仪@因说@楚王@以叛从约而与&秦&合亲，约婚姻。@张仪@已去，@屈原@使从&齐&来"
献策,郦生,豹,→,090_魏豹彭越列传,"王闻@魏豹@反，方东忧&楚&，未及击，谓@郦生@曰：""缓颊往说@魏豹@，能下之，吾以%万户%封若。""@郦生@说@豹@。@豹@谢曰：""人生%一世%间，如白驹过隙耳。今&汉&王慢而侮人，骂詈诸侯群臣如骂奴"
献策,田乞,景公,→,032_齐太公世家,"，@晏婴@卒。  [69] %五十五年%，@范@、@中行@反其君於&晋&，&晋&攻之急，来请*粟*。@田乞@欲为乱，树党於逆臣，说@景公@曰：""@范@、@中行@数有德於=齐=，不可不救。""及使@乞@救"
献策,、,庆氏,→,032_齐太公世家,"，益骄，嗜酒好猎，不听政令。@庆舍@用政，已有内郤。@田文子@谓@桓子@曰：""乱将作。""@田@、@鲍@、@高@、@栾氏@相与谋@庆氏@。@庆舍@发甲围@庆封@宫，四家徒共击破之。@庆封@还，不得入，奔"
献策,郦寄,吕禄,→,009_吕太后本纪,"侯$@通@尚^符节^。  [43.3] 乃令持节矫内$太尉$$北军$。  [43.4] $太尉$复令@郦寄@与$典客$@刘揭@先说@吕禄@曰：  > ""帝使$太尉$守$北军$，欲足下之国，急归将印辞去"
献策,出诡胜,孝王,→,108_韩长孺列传,，说之，欲请以为$内史$。@窦太后@闻，乃诏王以@安国@为$内史$。  ### [1.4] 说@孝王@出诡胜  @公孙诡@、@羊胜@说@孝王@求为帝$太子$及益地事，恐&汉&大臣不听，乃阴使人刺&汉&
献策,齐宣王,湣王,→,069_苏秦列传,：“唯先生之所为。”於是@苏秦@详为得罪於=燕=而亡走=齐=，@齐宣王@以为$客卿$。  [44] @齐宣王@卒，@湣王@即位，说@湣王@^厚葬^以明孝，高^宫室^大^苑囿^以明@得意@，欲破敝=齐=
献策,生子,梁氏,→,033_鲁周公世家,"十二年%,初,$@庄公@$筑*台*临=党氏=,见@孟女@,说而爱之,许立为$夫人$,割臂以盟。@孟女@生子@斑@。@斑@长,说@梁氏@女,往观。圉人@荦@自*墙*外与@梁氏@女戏。@斑@怒,鞭@荦@。"
献策,合骑侯,"$从$大将军$出=窳浑=,至~匈奴~$",→,111_卫将军骠骑列传,"$曰:""$护军都尉@公孙敖@$三从$大将军$击~匈奴~,常$护军$,傅校获王,以千五百户封@敖@为$@合骑侯@$。$都尉@韩说@$从$大将军$出=窳浑=,至~匈奴~$@右贤王@$庭,为麾下搏战获王,以"
献策,"$庭,为麾下搏战获王,以千三百户封",为$,→,111_卫将军骠骑列传,"王,以千五百户封@敖@为$@合骑侯@$。$都尉@韩说@$从$大将军$出=窳浑=,至~匈奴~$@右贤王@$庭,为麾下搏战获王,以千三百户封@说@为$@龙嵒侯@$。$骑将军@公孙贺@$从$大将军$获王,以"
献策,"兮,卒被^五刑^;","胥靡兮,乃相$",→,084_屈原贾生列传,"〔吉凶〕同域。彼&吴&彊大兮,$@夫差@$以败;&越&栖=会稽=兮,$@句践@$霸世。@斯@游@遂成@兮,卒被^五刑^;@傅说@胥靡兮,乃相$@武丁@$。夫祸之与福兮,何异纠纆。命不可说兮,孰知其极？"
献策,伍子胥,吴王僚,→,031_吴太伯世家,"王$怒，故遂伐&楚&，取两都而去。  ## @专诸@刺僚  ### @专诸@刺王僚  [22.1] @伍子胥@之初奔=吴=，说@吴王僚@以伐&楚&之利。  [22.2] @公子光@曰：  > ""@胥@"
献策,孟尝君,秦昭王,→,075_孟尝君列传,所笑乎？”@孟尝君@乃止。  [6] @齐湣王@%二十五年%，复卒使@孟尝君@入=秦=，@昭王@即以@孟尝君@为=秦=相。人或说@秦昭王@曰：“@孟尝君@贤，而又=齐=族也，今相=秦=，必先=齐=而後
祖孙,昆莫,骞,→,123_大宛列传,"希矣。其後%二年%，&汉&击走$单于$於=幕北=。  [14] 是後$天子$数问@骞@&大夏&之属。@骞@既失侯，因言曰：""臣居~匈奴~中，闻&乌孙王&号@昆莫@，@昆莫@之父，~匈奴~西边小国也。~"
祖孙,浑邪,昆莫,→,123_大宛列传,"王&@昆莫@见&汉&使如$单于$礼，@骞@大惭，知~蛮夷~贪，乃曰：""$天子$致赐，王不拜则还赐。""@昆莫@起拜赐，其他如故。@骞@谕使指曰：""&乌孙&能东居@浑邪@地，则&汉&遣^翁主^为@昆莫@@"
祖孙,子舆,秦穆公,→,105_扁鹊仓公列传,"$皆惧，於是召@扁鹊@。@扁鹊@入视病，出，@董安于@问@扁鹊@，@扁鹊@曰：""血脉治也，而何怪！昔@秦穆公@尝如此，%七日%而寤。寤之日，告@公孙支@与@子舆@曰：""我之帝所甚乐。吾所以久者，適有所"
祖孙,无咎,武王,→,128_龟策列传,灭息无光。!列星!奔乱，皆绝纪纲。以是观之，安得久长！虽无@汤@@武@，时固当亡。故@汤@伐@桀@，@武王@剋@纣@，其时使然。乃为$天子$，子孙续世；终身@无咎@，後世称之，至今不已。是皆当时而行，
祖孙,田忌,吴起,→,074_孟子荀卿列传,，梁@惠王@不果所言，则见以为迂远而阔於事情。当是之时，=秦=用=商=君，富国彊兵；=楚=、=魏=用@吴起@，战胜弱敌；@齐威王@、@宣王@用@孙子@、@田忌@之徒，而诸侯东面朝=齐=。〔天下〕方务於
祖孙,项羽,都,→,094_田儋列传,而立侯王也，乃徙&齐&王@田市@更王&胶东&，治=即墨=。&齐&将@田都@从共救&赵&，因入关，故立@都@为&齐&王，治=临淄=。故&齐&王@建@孙@田安@，@项羽@方渡河救&赵&，@田安@下=济北=
祖孙,桓叔,成师,→,039_晋世家,0] @昭侯@%元年%，封@文侯弟@成师@于=曲沃=。=曲沃=邑大於=翼=。=翼=，&晋&君都邑也。@成师@封=曲沃=，号为@桓叔@。@靖侯@庶孙栾宾@相@桓叔@。@桓叔@是时%年五十八%矣，好德，&
祖孙,治^春秋^不如,董仲舒,→,121_儒林列传,其师书，以为下愚。於是下@董仲舒@吏，【当死】，诏赦之。於是@董仲舒@竟不敢复言灾异。  [20] @董仲舒@为人廉直。是时方外攘~四夷~，@公孙弘@治^春秋^不如@董仲舒@，而@弘@希世用事，位至$
祖孙,石,杜,→,104_田叔列传,"^三公^有亲属，无所畏惮，宜先正=三河=以警〔天下〕奸吏。""是时$河南$、$河内太守$皆$御史大夫$@杜@父兄子弟也，$河东太守$@石@$丞相$子孙也。是时@石@氏%九%人为^二千石^，方盛贵。@田仁"
祖孙,高圉,公叔祖类,→,004_周本纪,仆@卒，子@差弗@立。@差弗@卒，子@毁隃@立。@毁隃@卒，子@公非@立。@公非@卒，子@高圉@立。@高圉@卒，子@亚圉@立。@亚圉@卒，子@公叔祖类@立。@公叔祖类@卒，子@古公亶父@立。  [4.
祖孙,尝为,项籍,→,120_汲郑列传,汲黯@，出其下。  ## @郑当时家世@  [14] @郑当时@者，字@庄@，=陈=人也。其先@郑君@尝为@项籍@将；@籍@死，已而属&汉&。&高祖&令诸故@项籍@臣名@籍@，@郑君@独不奉诏。诏尽拜
祖孙,帝沃甲,祖丁,→,003_殷本纪,&殷&复兴。@巫贤@任职。  [18] @祖乙@崩，子@帝祖辛@立。@帝祖辛@崩，弟@沃甲@立，是为@帝沃甲@。@帝沃甲@崩，立@沃甲@兄@祖辛@之子@祖丁@，是为@帝祖丁@。@帝祖丁@崩，立弟@沃甲
祖孙,南庚,阳甲,→,003_殷本纪,甲@。@帝沃甲@崩，立@沃甲@兄@祖辛@之子@祖丁@，是为@帝祖丁@。@帝祖丁@崩，立弟@沃甲@之子@南庚@，是为@帝南庚@。@帝南庚@崩，立@帝祖丁@之子@阳甲@，是为@帝阳甲@。@帝阳甲@之时，&
祖孙,帝太甲,太丁,→,003_殷本纪,@即位%三年%，崩，立@外丙@之弟@中壬@，是为@帝中壬@。@帝中壬@即位%四年%，崩，@伊尹@乃立@太丁@之子@太甲@。@太甲@，@成汤@適长孙也，是为@帝太甲@。@帝太甲@%元年%，@伊尹@作*伊
祖孙,"宁可以让邪？""乃拜",太后,→,107_魏其武安侯列传,"@%三年%，&吴&&楚&反，上察宗室诸@窦@毋如@窦婴@贤，乃召@婴@。@婴@入见，固辞谢病不足任。@太后@亦惭。於是上曰：""〔天下〕方有急，@王孙@宁可以让邪？""乃拜@婴@为$大将军$，赐金%千%斤"
祖孙,昭公,昭公,→,038_宋微子世家,篡立  [41.53] %六十四年%，$@景公@$卒。&宋&$公子$@特@攻杀$太子$而自立，是为$@昭公@$。$@昭公@$者，$@元公@$之曾@庶孙@也。$@昭公@$父@公孙纠@，@纠@父$公子$@
祖孙,陈平,吕后,→,095_樊郦滕灌列传,灭】@戚@氏、&赵&王@如意@之属。@高帝@闻之大怒，乃使@陈平@载$绛侯$代将，而即军中斩@哙@。@陈平@畏@吕后@，执@哙@诣=长安=。至则@高祖@已崩，@吕后@释@哙@，使复爵邑。  [10] 
祖孙,带佗,、,→,006_秦始皇本纪,@、@徐尚@、@苏秦@、@杜赫@之属为之谋，@齐明@、@周最@、@陈轸@、@昭滑@、@楼缓@、@翟景@、@苏厉@、@乐毅@之徒通其意，@吴起@、@孙膑@、@带佗@、@兒良@、@王廖@、@田忌@、@廉颇
祖孙,孝公,蔡泽,→,079_范睢蔡泽列传,蔡泽@曰：“若夫=秦=之=商=君，=楚=之@吴起@，=越=之$大夫$种，其卒然亦可原与？”$应侯$知@蔡泽@之欲困己以说，复谬曰：“何为不可？夫@公孙鞅@之事@孝公@也，极身无贰虑，尽公而不顾私；设刀
祖孙,悼惠,黥布,→,054_曹相国世家,食邑。  [7] 以=齐=$相国$击@陈豨@将张%春%军，破之。@黥布@反，@参@以=齐=$相国$从@悼惠@$王$将兵*车*骑十二%万人%，与@高祖@会击@黥布@军，大破之。南至蕲，还定〘竹〙邑、相、
祖孙,带他,、,→,048_陈涉世家,@、@徐尚@、@苏秦@、@杜赫@之属为之谋，@齐明@、@周勣@、@陈轸@、@邵滑@、@楼缓@、@翟景@、@苏厉@、@乐毅@之徒通其意，@吴起@、@孙膑@、@带他@、@兒良@、@王廖@、@田忌@、@廉颇
祖孙,成公,秦康公,→,014_十二诸侯年表, |  三十二  |  七  |  十三  |  晋@灵公@@夷皋@$元年$@赵盾@专政。  |  @秦康公@䓨$元年$  |  六  |  十七@公孙@固杀@成公@。  |  十五  |  十二  
祖孙,杵臼,成公,→,043_赵世家,"赵@氏於^下宫^，杀@赵朔@、@赵同@、@赵括@、@赵婴齐@，皆灭其族。  [4.3] @赵朔@妻$@成公@$姊，有遗腹，走公宫匿。@赵朔@客曰@公孙杵臼@，@杵臼@谓@朔@友人@程婴@曰：""胡不死？"
祖孙,"曰：""","曰：""立孤与死孰难？""",→,043_赵世家,"声。""及索，兒竟无声。已脱，@程婴@谓@公孙杵臼@曰：""今一索不得，後必且复索之，柰何？""@公孙杵臼@曰：""立孤与死孰难？""@程婴@曰：""死易，立孤难耳。""@公孙杵臼@曰：""@赵@氏先君遇子厚，子彊为"
祖孙,子舆,秦缪公,→,043_赵世家,"五日%不知人，$大夫$皆惧。医@扁鹊@视之，出，@董安于@问。@扁鹊@曰：""血脉治也，而何怪！在昔$@秦缪公@$尝如此，%七日%而寤。寤之日，告@公孙支@与@子舆@曰：'我之〚帝〛所甚乐。吾所以久者，"
祖孙,为$,南皮侯,→,049_外戚世家,帝@$幸=邯郸=$@慎夫人@$、$@尹姬@$，皆毋子。$@孝文帝@$崩，$@孝景帝@$立，乃封@广国@为$@章武侯@$。$@长君@$前死，封其子@彭祖@为$@南皮侯@$。&吴&、&楚&反时，$@窦太后
祖孙,臧兒,臧兒,→,049_外戚世家,物赐$长公主@嫖@$。  ## [7] @王太后@  [7.1] $@王太后@$，=槐里=人，母曰$@臧兒@$。$@臧兒@$者，故$@燕王臧荼@$孙也。$@臧兒@$嫁为=槐里=$@王仲@$妻，生男曰@
祖孙,王孙,王太后,→,049_外戚世家,@曰($修成君$)  [15.1] $褚先生$曰：臣为$郎$时，问习&汉&家故事者@锺离生@。曰：$@王太后@$在民间时所生一女者，父为$@金王孙@$。$@王孙@$已死，$@景帝@$崩後，$@武帝@$
祖孙,素得幸$,武帝,→,049_外戚世家,@。曰：$@王太后@$在民间时所生一女者，父为$@金王孙@$。$@王孙@$已死，$@景帝@$崩後，$@武帝@$已立，$@王太后@$独在。而$@韩王孙@$名@嫣@素得幸$@武帝@$，承间白言$太后$有女
祖孙,张仪,犀首,→,070_张仪列传,惠王@曰：“善。”卒弗救。大国果伤，小国亡，=秦=兴兵而伐，大剋之。此=陈=轸之计也。  [55] @犀首@者，=魏=之阴=晋=人也，名衍，姓@公孙@氏。与@张仪@不善。  [56] @张仪@为=秦=
祖孙,庞涓,亦,→,065_孙子吴起列传,。  ## 孙@膑@受刑  [2] @孙武@既死，後%百馀%岁有@孙膑@。@膑@生=阿=鄄之间，@膑@亦@孙武@之後世子孙也。@孙膑@尝与@庞涓@俱学^兵法^。@庞涓@既事=魏=，得为@惠王@将军，而
祖孙,",假于〚上帝〛,","$时,则有若",→,034_燕召公世家,"周公@。@周公@乃称""$@汤@$时有@伊尹@,假于〚皇天〛;在$@太戊@$时,则有若@伊陟@、@臣扈@,假于〚上帝〛,@巫咸@治$王$家;在$@祖乙@$时,则有若@巫贤@;在$@武丁@$时,则有若@甘"
祖孙,、,尹更始,→,112_平津侯主父列传,"是以兴造功业,^制度^遗文,後世莫及。$@孝宣@$承统,纂脩洪业,亦讲论^六^,招选茂异,而@萧望之@、@梁丘贺@、@夏侯胜@、@韦玄成@、@严彭祖@、@尹更始@以^儒术^进,@刘向@、@王襃@以文章"
祖孙,"$曰：""",始有&宋&而嗣让$,→,047_孔子世家," [2] 青年时期  [2.1] @孔子@年%十七%，&鲁&$大夫@孟釐子@$病且死，诫其嗣$@懿子@$曰：""@孔丘@，〔圣人〕之後，灭於&宋&。其祖@弗父何@始有&宋&而嗣让$@厉公@$。及@正考父"
祖孙,$三家共攻$,平子,→,047_孔子世家,%三十五%，而$@季平子@$与$@郈昭伯@$以斗*鸡*故得罪&鲁&$@昭公@$，$@昭公@$率师击$@平子@$，$@平子@$与$@孟氏@$、$@叔孙氏@$三家共攻$@昭公@$，$@昭公@$师败，奔於&
祖孙,羊胜,出诡胜,→,108_韩长孺列传,，说之，欲请以为$内史$。@窦太后@闻，乃诏王以@安国@为$内史$。  ### [1.4] 说@孝王@出诡胜  @公孙诡@、@羊胜@说@孝王@求为帝$太子$及益地事，恐&汉&大臣不听，乃阴使人刺&汉&
祖孙,叔孙通,赵王如意,→,099_刘敬叔孙通列传,"世之要务。""  ## [6] @叔孙通@为$太子太傅$  [6.1] &汉&%九年%，$@高帝@$徙@叔孙通@为$太子太傅$。&汉&%十二年%，$@高祖@$欲以$@赵王如意@$易$太子$，@叔孙通@谏"
祖孙,汉王,汉王,→,099_刘敬叔孙通列传,$@怀王@$。$@怀王@$为$@义帝@$，徙=长沙=，@叔孙通@留事$@项王@$。&汉&%二年%，$@汉王@$从五诸侯入=彭城=，@叔孙通@降$@汉王@$。$@汉王@$败而西，因竟从&汉&。  [4.
祖孙,"谏上曰：""昔者$",$欲以$,→,099_刘敬叔孙通列传,"$  [6.1] &汉&%九年%，$@高帝@$徙@叔孙通@为$太子太傅$。&汉&%十二年%，$@高祖@$欲以$@赵王如意@$易$太子$，@叔孙通@谏上曰：""昔者$@晋献公@$以$@骊姬@$之故废$太子"
祖孙,赵,诛,→,045_韩世家,"，@贾@不听。@厥@告@赵朔@令亡。@朔@曰：""子必能不绝@赵@祀，死不恨矣。""@韩厥@许之。及@贾@诛@赵@氏，@厥@称疾不出。@程婴@、@公孙杵臼@之藏@赵@孤@赵武@也，@厥@知之。  [2.2"
祖孙,高后,赵王如意,→,096_张丞相列传,长安=%月馀%，饮*药*而死。@周昌@因谢病不〈朝见〉，%三岁%而死。  [3.4] 後%五岁%，$@高后@$闻$御史大夫$$@江邑侯赵尧@$$@高祖@$时定$@赵王如意@$之画，乃抵@尧@罪，以$@
祖孙,戾,季氏,→,033_鲁周公世家,"@久矣,为徒者众,众将合谋。""弗听。@郈氏@曰:""必杀之。""@叔孙氏@之$臣$@戾@$谓其众曰:""无@季氏@与有,孰利?""皆曰:""无@季氏@是无@叔孙氏@。""@戾@曰:""然,救@季氏@!""遂败公师。@"
祖孙,"胜,亦杀",季氏,→,033_鲁周公世家,"$@戾@$谓其众曰:""无@季氏@与有,孰利?""皆曰:""无@季氏@是无@叔孙氏@。""@戾@曰:""然,救@季氏@!""遂败公师。@孟懿子@闻@叔孙氏@胜,亦杀@郈昭伯@。@郈昭伯@为公使,故@孟氏@得之。三"
祖孙,"见公还,见",景公,→,033_鲁周公世家,"千社*待$君$。""@子家@曰:""弃@周公@之业而$臣$於&齐&,可乎?""乃止。@子家@曰:""&齐&$@景公@$无信,不如早之&晋&。""弗从。@叔孙@见公还,见@平子@,@平子@顿首。初欲迎$@昭公@$"
